#,FORM #,Image,,INCIDENT TITLE,INCIDENT DATE,LOCATION,DESCRIPTION,CATEGORY,LATITUDE,LONGITUDE,Accessibility-1,What do you know about this submission?-1,Is this temporary?-1,FIRST NAME,LAST NAME,EMAIL,APPROVED,VERIFIED
121,1,,,El Cortez mural.,41909.78819,Near strathcona farmers market,@ElCortezYEG #openartyeg mural http://t.co/JCW2DNWVpy,"graffiti,Weird or Wacky",53.518794,-113.495653,Exterior,I don't know anything about it,Permanent,,,,YES,YES
120,1,,,Sculpture,41909.89306,"Edmonton, AB",Strange? #openartyeg sculpture http://t.co/SgTyICq4dA in front of headhunters Inc.,Weird or Wacky,53.562448,-113.527094,Exterior,I don't know anything about it,Permanent,,,,YES,YES
119,1,,,Alberta aviation museum planes,41909.89861,"11410 Kingsway Ave NW, Edmonton, AB",Alberta aviation museum planes #openartyeg http://t.co/dM62YQcF1i,"Public Art,Mainly Historical",53.567992,-113.525356,Exterior,I don't know anything about it,Permanent,,,,YES,YES
118,1,,,Naanolicious mural/graffiti.,41909.81875,"10331 82 Ave NW, Edmonton, AB T6E 4E4",@NaanOLicious #openartyeg mural http://t.co/xuMB4oy5hj,"graffiti,Weird or Wacky",53.517434,-113.496148,Exterior,I don't know anything about it,Permanent,,,,YES,YES
117,1,,,Blues on Whyte mural,41909.81875,Blues on Whyte,#openartyeg @BluesOnWhyte mural http://t.co/Rr1JMAqa00,"Public Art,graffiti",53.517705,-113.495957,Exterior,I don't know anything about it,Permanent,,,,YES,YES
116,1,,,"Metal sculpture, Valley Zoo,",41908.11806,"13315 Buena Vista Rd, Edmonton, AB T5J 2R7",At the entrance of the newly renovated Edmonton Valley Zoo  #OpenArtYEG http://t.co/pvVQZN2N0A,Public Art,53.511349,-113.554151,Exterior,I don't know anything about it,Permanent,,,,YES,YES
115,1,,,Bird stencil.,41909.96944,"Edmonton, AB",Stencil/spray-paint bird.,"graffiti,Weird or Wacky",53.543362,-113.508427,Exterior,I don't know anything about it,Permanent,,,,YES,YES
114,1,,,Mural.,41909.96806,"Edmonton, AB",Spray-painted mural of YEG.,"graffiti,Weird or Wacky",53.518633,-113.496169,Exterior,I don't know anything about it,Permanent,,,,YES,YES
113,1,,,Graffiti.,41909.96458,"Edmonton, AB",Weird and wacky.,graffiti,53.518851,-113.496873,Exterior,I don't know anything about it,Permanent,,,,YES,YES
111,1,,,"Mural, psychedelic.",41909.96319,"Edmonton, AB",Psychedelic mural.,"graffiti,Weird or Wacky",53.518827,113.496838,Exterior,I don't know anything about it,Permanent,,,,YES,YES
110,1,,,"Tower, blue.",41909.9625,"Edmonton, AB",Cool tower.,Weird or Wacky,53.518943,-113.49698,Exterior,I don't know anything about it,Permanent,,,,YES,YES
109,1,,,Back-alley treasure.,41909.95972,"79 Street 106 Avenue, Edmonton, AB",Please press start.,"Public Art,Mainly Historical,Weird or Wacky,Trusted Reports",53.549609,-113.449865,Exterior,I don't know anything about it,Permanent,,,,YES,YES
107,1,,,"Mural, Whyte.",41909.90347,"Edmonton, AB",Whyte Avenue Mural.,Public Art,53.521273,-113.49701,Exterior,I don't know anything about it,Permanent,,,,YES,YES
106,1,,,Western noise control sculpture,41909.90139,"Edmonton, AB",Metal sculpture.,Public Art,53.566534,-113.526981,Exterior,I don't know anything about it,Permanent,,,,YES,YES
105,1,,,Boy and Dog - TBD,41909.64583,"12220 - 103 Ave., Edmonton, Alberta, Canada",Sculpted by John Robinson in bronze. Donated to the citizens of Edmonton by the Devonian group of charitable foundations in 1980 and installed in Paul Kane park in 1983.,"Public Art,Mainly Historical,Weird or Wacky,Trusted Reports",53.539796,-113.518372,Exterior,I don't know anything about it,,Luba,Lubchenko,lubarom@yahoo.com,YES,NO
103,1,,,"""Transition"" Mural.",41908.72708,"10010 105 Street NW, Edmonton, AB","As socially-conscious artists, our objective for the Transition Mural was to present a visual interpretation of a more idealized urban environment: a city without dependence on environmentally-destructive fossil fuels to meet our energy needs, and good health and spiritual prosperity for all its inhabitants.
The two central characters representing the sad city and the sustainable city are meant to inspire social interaction and demonstrate the possibility of the evolution of the former into the latter. The message is that disease can be reversed via stimulating sustainable influence. On a more practical level, we also aimed to provide meaningful summer employment to struggling artists. 
The team consisted of:
ESPA AD, Mural Producer/Project Manager: 
Lynette Bondarchuk 
Lead Artists:
Josh Holinaty
Luke Ramsey	 
Team Leaders:
Michelle Fribance 	 
Jonathan Scott		 
Anum Usman			 
Paid Interns:
Michelle Stregger		 
Lacey Jane Wilburn		 
Grace Law			 
Jay Moore			 
Jill Stanton 			  
Leeman Pocock		 
 
ESPA Production Assistants (Volunteers) 
Robert Wilde
Michael Noble",Public Art,53.539225,-113.501132,Exterior,I know more and would like to talk about it,Permanent,,,,YES,YES
95,1,,,We Are Here by Mia Weinberg,41909.62014,"9626 96A Street NW, Edmonton, AB","Pyramids are a running motif among Edmontonâ€™s most recognizable landmarks. We have architect Peter Hemingway to thank for the original inspirationâ€” in the early â€˜70s he designed the now-demolished Central Pentecostal Tabernacle. Part of which was a large pyramid structure- a precursor to the Muttart Conservatory, which he created later in the decade. The Muttart Conservatory is a striking addition to our River Valley, and its four pyramids are mirrored in other elements of civic architecture like Gene Dubâ€™s City Hall design. In 2008, the Muttart Conservatory underwent a renovation, which included interior improvements and the addition of a bold front entryway. To mark the entrance, the City of Edmonton wished to have a black granite pyramid to be engraved with an artistâ€™s design placed at the entry to the new plaza. Vancouver artist Mia Weinberg was commissioned to design the four sides of the pyramid and chose to represent both natural and man-made images, which were sandblasted into the surface of the black granite. Two of the four sides reference the context of the Muttart Conservatory and are engraved with images of plants; one a microscopic view of an aspen leaf and the other a fern frond. The two remaining sides are city maps, the grid-like streets that surround West Edmonton Mall and the more curvy roads of the river valley bisected by the North Saskatchewan River. This juxtaposition points out similarities between the vascular system of plants and the macro-view of our streetscapesâ€” they are both â€œskeletonsâ€ù for the organism/city, shuttling nutrients/passengers to where they are needed. The imagery is appropriate, considering Edmonton is known for its extensive park system nestled within heavily urbanized areas.
(Information generously provided by the Edmonton Arts Council.)",Public Art,53.535493,-113.477071,Exterior,I don't know anything about it,Permanent,,,,YES,YES
94,1,,,Futuristic Map by Patrick Jacob,41909.61806,"114 Street and 76 Avenue NW, Edmonton, AB","The new street-level LRT stations along 114 Street change the once-straightforward contours of the roadway. Sharing the road, there is also now a track, as well as the swells and curves of the islands of concrete and landscaping surrounding the stations. Patrick Jacobâ€™s installation along the pedestrian underpass of McKernan/Belgravia LRT station, Futuristic Map , takes those new topographies and abstracts them into Art Deco-style conceptualizations of transportation in the 21st century. The work is meant to represent â€œwhere we once were and where tomorrow will lead,â€ù as Jacob describes in his artist statement. Futuristic Map is a relief sculpture made of layered, laser-cut steel with stylized imagery of a map, as the title suggests. Art Deco is a particularly interesting inspiration point given that the movement coincided with the rise of modernism in the â€˜20s, favouring science, technology and geometry over traditional subjects such as landscape or portraiture. A movement that emphasized futurism over romance or sentimentalism, Art Deco lends some of its characteristic qualities to the material choice and production of this work. The components are made of steel and were constructed using high-tech manufacturing processes that result in bold lines and geometric shapes. The industrial feel of the artwork is no coincidence. Jacob worked as a machinist in the oil field for 14 years, and has been practicing as a self-taught artist since 2001.
(Information generously provided by Edmonton Arts Council.)",Public Art,53.512907,-113.525934,Exterior,I don't know anything about it,Permanent,,,,YES,YES
93,1,,,The monument to Alberta's Broken Families,41909.94444,"Edmonton, 116 - 100 Ave","The monument to Alberta's Broken Families is made of stainless steel, granite and concrete. The obelisk stands 14 feet tall and 10 feet wide at the base. On each of the four sides, a family is seen, cast in bronze â€“ but with one family member missing - one family member who went to work, but didn't come home. Monument was opened on April 28, 2012, the National Day of Mourning.
""This monument not only commemorates those who have died before, it aims to educate people so future deaths can be prevented,"" said Mr. Henderson, president of the Edmonton and District Labour Council (EDLC). ""It is fitting that it will be in the park named after Grant Notley, the former MLA and leader of the NDP, a great public servant who lost his life in a 1984 plane crash while representing the people of this province.""
Photo from:
http://www.waymarking.com/waymarks/WMHHMA_Broken_Families_Monument","Public Art,Mainly Historical,Weird or Wacky,Trusted Reports",53.538667,-113.521688,Exterior,I'd like to know more,Permanent,Luba,Lubchenko,lubarom@yahoo.com,YES,YES
92,1,,,Grant Notley Monument,41909.9375,"100 Ave 116 St. Edmonton, Alberta, Canada","Grant Notley was the former MLA and leader of the NDP, a great public servant who lost his life in a 1984 plane crash while representing the people of Alberta.
Photo from: http://zkahlina.ca/eng/2011/07/09/edmonton-statues/","Public Art,Mainly Historical,Weird or Wacky,Trusted Reports",53.534864,-113.511393,Exterior,I don't know anything about it,Permanent,Luba,Lubchenko,lubarom@yahoo.com,YES,YES
91,0,,,Whistlejacket by Deborah Butterfield,41909.13889,"Jasper Avenue NW, Allendale, Edmonton, Alberta, T6G1K8, Canada","Whistlejacket is a metal sculpture located in the Charles Allard Courtyard.
The author of the sculpture - Deborah Kay Butterfield, an American sculptor.She is known for her sculptures of horses made from found objects, like metal.â€˜Whistlejacketâ€™, created in 1988 of welded scrap metal. The work have been purchased in 1994.","Public Art,Mainly Historical,Weird or Wacky,Trusted Reports",53.541505,-113.500472,Exterior,I'd like to know more,Permanent,Luba,Lubchenko,lubarom@yahoo.com,YES,NO
87,1,,,Transition mural,41909.00347,John Howard Society building,"Baker Clinic 105 st &amp; 100 av #openartyeg http://t.co/9N4SPDwdzu
A mural Edmonton Small Press Association (ESPA) completed in 2010, for which it won a 2011 ""Award of Excellence"" by the Edmonton Urban Design Awards and a Medal in the 2012 National Urban Design Awards (Royal Architectural Institute of Canada). 
The mural is called ""Transition"" and is located on the Edmonton John Howard Society building (10010 105 St.). Here is a blurb from the artists:
""As socially-conscious artists, our objective for the â€œTransitionâ€ù Mural was to present a visual interpretation of a more idealized urban environment: a city without dependence on environmentally-destructive fossil fuels to meet our energy needs, and good health and spiritual prosperity for all its inhabitants.
""The two central characters representing the 'sad city' and the 'sustainable city' are meant to inspire social interaction and demonstrate the possibility of the evolution of the former into the latter. The message is that disease can be reversed via stimulating sustainable influence. On a more practical level, we also aimed to provide meaningful summer employment to struggling artists."" 
More info & photos can be found at these links:
http://www.raic.org/honours_and_awards/awards_urban/2012recipients/espa_e.htm
http://www.edmonton.ca/city_government/urban_planning_and_design/urban-design-awards-2011-winners.aspx
(scroll down to the ""Urban Fragments"" Category)
The mural team consisted of:
ESPA AD, Mural Producer/Project Manager: 
Lynette Bondarchuk 
Lead Artists:
Josh Holinaty
Luke Ramsey	 
Team Leaders:
Michelle Fribance 	 
Jonathan Scott		 
Anum Usman			 
Paid Interns:
Michelle Stregger		 
Lacey Jane Wilburn		 
Grace Law			 
Jay Moore			 
Jill Stanton 			  
Leeman Pocock		 
 
ESPA Production Assistants (Volunteers) 
Robert Wilde
Michael Noble","Public Art,Trusted Reports",53.539129,-113.501341,Exterior,I know more and would like to talk about it,Permanent,,,,YES,YES
88,1,,,Arty address on 105 Street.,41909.00139,"10010 105 Street NW, Edmonton, AB",#openartyeg cool owl adress mural on 105 st,"Public Art,graffiti",53.540565,-113.501136,Exterior,I don't know anything about it,Permanent,,,,YES,YES
89,1,,,"Chez Pierre mural 105 st, s of Jasper #openartyeg...",41909.00069,"105 st, south of Jasper","Chez Pierre mural 105 st, s of Jasper #openartyeg http://t.co/uwafXFG4CH","Public Art,Trusted Reports",53.540853,-113.501154,Exterior,I don't know anything about it,Permanent,yueug,,,YES,YES
82,1,,,Birks building 3D Diamond display,41908.95833,Birks Building,Like diamonds in the sky... Birks building 3-d diamond #openartyeg http://t.co/yYbKYWIEVL,"Public Art,Trusted Reports",53.541741,-113.498954,Exterior,I don't know anything about it,Permanent,,,,YES,YES
83,1,,,HSBC building stone carving,41908.95694,HSBC Building,HBC building on Jasper Ave (now enterprise square) #openartyeg http://t.co/NAkYiTWAg6,Trusted Reports,53.541366,-113.497323,Exterior,I don't know anything about it,,,,,YES,YES
81,1,,,HBC bldg entrance on Jasper (now enterprise square...,41908.95556,Old Hudson Bay building,HBC bldg entrance on Jasper (now enterprise square) #openartyeg http://t.co/pswiFDYGb8,Trusted Reports,53.541041,-113.497232,Exterior,I don't know anything about it,Permanent,,,,YES,YES
80,1,,,Garneau alley,41908.80764,Don Wheaton YMCA,Garneau alley by Pauline ulliac oil on canvas 2006 #openartyeg @DonWheatonYMCA http://t.co/KoLy1ke3CT,Public Art,53.542561,-113.496172,Exterior,I don't know anything about it,Permanent,,,,YES,YES
79,1,,,Tyndall stone benches,41908.79722,U of A extension,Tyndall stone benches @uaextension #openartyeg. Saved from the exterior walls of the 3rd level of the bay building http://t.co/C4KNvZa69k,Mainly Historical,53.541022,-113.497366,Exterior,I don't know anything about it,Permanent,,,,YES,YES
78,1,,,Ed Hunt Poison gallery,41908.79514,U of A extension,Ed Hunt Poison gallery @UAlberta #openartyeg http://t.co/l4dAKL3Rfb,Public Art,53.541213,-113.49687,Exterior,I don't know anything about it,Temporary,,,,YES,YES
77,1,,,new perspectives seven,41908.79306,Don Wheaton YMCA,Michael Cor for new perspectives seven @UAlberta #openartyeg http://t.co/goakJ61842,Public Art,53.541339,-113.496042,Exterior,I don't know anything about it,Permanent,,,,YES,YES
76,1,,,mini Northern Lights,41908.61528,Edmonton,My first #openartyeg submission. A mini Northern Lights! http://t.co/JbKzQpSP1J,Public Art,53.541492,-113.498988,Exterior,I don't know anything about it,,chris,gusen,,YES,YES
75,1,,,Winston Churchill.,41908.82569,"Churchill LRT Station, 102 Ave NW, Edmonton, AB T5J 2C1","Bust of Winston Churchill in the Churchill LRT Station, next to the pedway connecting City Center and the LRT Station entrance.","Public Art,Mainly Historical,Trusted Reports",53.544178,-113.490049,Interior,I don't know anything about it,Permanent,,,,YES,YES
74,1,,,Mural by Kris Friesen at Kitchener Park #openartye...,41908.68611,Kitchener Park,Mural by Kris Friesen at Kitchener Park #openartyeg http://t.co/1fDDvaHGEk,"Public Art,Trusted Reports",53.544471,-113.518422,Exterior,I don't know anything about it,Permanent,,,,YES,YES
73,0,,,Cool and tasty mural,41908.63958,"10334, 108 Street NW, Allendale, Edmonton, Alberta, T5J-1J4, Canada","""Mangia bene, vive bene""
10334 108 St NW","Public Art,Trusted Reports,Mainly Historical,Weird or Wacky",53.545366,-113.506759,Exterior,I don't know anything about it,Permanent,Elise,Stolte,,YES,NO
72,1,,,Grove of Light,41908.125,Edmonton Zoo,"At the entrance of the newly renovated Edmonton Valley Zoo  #OpenArtYEG.  ""Grove of Light"" by Tom Drugan & Laura Haddad is a kinetic sculpture of tapering stainless steel stalks that capture and reflect the light of Edmonton's River Valley. 
Info provided by EAC",Public Art,53.511295,-113.552802,Exterior,I don't know anything about it,Permanent,EGO,,,YES,YES
71,1,,,Neon Sign museum,41908.60972,Neon Sign Museum,Retro signposts on 104th,"Public Art,Mainly Historical",53.54602,-113.499507,Exterior,I know more and would like to talk about it,Permanent,moogene,,,YES,YES
59,1,,,Megan Dauphinee Art - CKUA,41907.90139,CKUA,Megan dauphinee #openartyeg @ckuaradio http://t.co/ve3MeRjdct,Public Art,53.541807,-113.487406,Interior,I don't know anything about it,Temporary,,,,YES,YES
58,1,,,CKUA Mural,41907.90417,CKUA,@ckuaradio #openartyeg cool ckua mural http://t.co/jRjGTd9jku,Public Art,53.541784,-113.487513,Interior,I don't know anything about it,Permanent,,,,YES,YES
57,1,,,CKUA Radio history - photos,41907.73125,CKUA,@ckuaradio history #openartyeg http://t.co/2PaSr6TQ8K,"Public Art,Mainly Historical",53.541782,-113.487481,Exterior,I don't know anything about it,,,,,YES,YES
56,1,,,Ghandi,41907.90903,Centennial Plaza,Ghandi 1986 bust #openartyeg http://t.co/ugxOUv3VX5,Public Art,53.542761,-113.489194,Exterior,I don't know anything about it,Permanent,,,,YES,YES
55,1,,,Dream.big plaza,41907.89653,Shaw Centre,"Shaw Centre, Dream.big plaza Donald Moar 2006 #openartyeg http://t.co/v86Ww8f8fH",Public Art,53.541252,-113.486735,Exterior,I don't know anything about it,Permanent,,,,YES,YES
54,1,,,Shaw Centre garden walk,41907.89306,Shaw Centre,"Little garden walk, probably nicer in the summer? #openartyeg http://t.co/Ynsz0YuoO7",Other,53.54179,-113.486701,Exterior,I don't know anything about it,,,,,YES,YES
52,1,,,"Terry ""Birdman"" Petley-Jones statue",41907.89444,Shaw Centre,"Commemorates Terry ""birdman petley-jones #openartyeg http://t.co/0EJQNSbIro","Public Art,Mainly Historical",53.541713,-113.486745,,,,,,,YES,YES
49,1,,,Bronze Bicycle Sculpture,41907.725,Grant MacEwan,#openartyeg  Found this when I was at River City Rentals. South end of building. By the AB Foundation of the Arts. http://t.co/VLN4yVMG7V,Public Art,53.547894,-113.505378,Exterior,I don't know anything about it,Permanent,,,,YES,YES
46,1,,,Giant Baseball Bat,41907.64931,Corner of 118 Avenue & 97 Street,Giant rotating baseball bat.,"Public Art,Mainly Historical,Weird or Wacky,Trusted Reports",53.570543,-113.492695,Exterior,I don't know anything about it,Permanent,Stephen,Komrade,komrade135@gmail.com,YES,YES
42,1,,,LEGER/REGEL by C. Wells,41906.59931,"14994 23 Avenue, Edmonton, AB","Hamilton-based artist C. Wellsâ€™ recent practice has involved using line marker paintâ€” the medium used to draw the lines on roadâ€” in performance as well as on canvas. With LEGER/REGEL , his piece created for the Leger Transit Station, Wells has created an interesting composition, which juxtaposes natural and man-made elements. On the one hand there is an image of trees taken from an angle approximating a bus riderâ€™s view, and on the other hand white and yellow line marker paint has been meticulously added along the lower edge of the image. Despite the representation of trees as nature, the paint lines underscore the fact that we are in an urban environment. In addition, the images are mirrored horizontally and read like a palindrome. This visual cue is echoed in the title of the piece, LEGER/REGEL , and is evocative of the action of commuting in the form of a return trip. The neighborhood of Leger is named after a former Edmonton city alderman, Edmund Hugh Leger, who served in the late â€˜50s and early â€˜60s. And â€œregelâ€ù happens to be a German word, which roughly translates in English to mean â€œas a rule, generally or under normal circumstance.â€ù â€œRegelâ€ù would apply to activities like a daily commute, or taking transit on oneâ€™s daily errands like shopping or traveling to appointments. It also applies to the ubiquity of the Alberta sky, and the sight of native trees while looking out of the window of a bus, as well as the universally understood meaning of marker paint on a road. Wellsâ€™ past work has been on canvas, as performances on site, or as poetic nonfiction that combines theory, history, and personal experience of his work with line markings. LEGER/REGEL is true to Wellsâ€™ practice as it is a reworking of the familiar (trees and traffic lines) in an unfamiliar fashion, creating the effect of recognition and re-cognition of the presented image. Like the title, the image is a palindromeâ€” it takes only a moment to register the joke, but given time to understand, the meaning becomes richer.
Provided by: Edmonton Arts Council",Public Art,53.455279,-113.577955,Exterior,I don't know anything about it,Permanent,,,,YES,YES
41,1,,,Past and Present by Kryzstof Zukowski,41906.59861,"7000 143 Street, Edmonton, AB","Five tall steel masts topped with propellers set in orange circular bases.
Provided by: Edmonton Arts Council",Public Art,53.503475,-113.571365,Exterior,I don't know anything about it,Permanent,,,,YES,YES
40,1,,,fire_scape by Jorn Ebner,41906.59653,"9020 111 Avenue, Edmonton, AB","The work 'fire_scape' is a 4-panel wall installation, each staggered 5cm from the next. Images are top views of a digitally created landscape. The panel on the top right shows a fire that seems to come from the centre of the overall composition but is cut off at the bottom left of the panel. Each of the 4 images shows the landscape from a different distance. The software usedâ€”a landscape modelling softwareâ€”creates imagery that suggests computer games, reality, and colour field painting at the same time. The fire in the centre is naturalistic. 'fire_scape' reflects its role as a work of art in the public realm by highlighting its artificiality, and also by incorporating strands of popular culture (computer gaming). It is a fragment, a small section, of what could be a larger electronic landscape that provides the background for an imaginary world. It may be a window onto the parallel existences that are flourishing in the â€˜virtualâ€™ realities.
Provided by: Edmonton Arts Council",Public Art,53.561441,-113.480704,Exterior,I don't know anything about it,Permanent,,,,YES,YES
39,1,,,Random Thoughts Passing Scene by Jesse Sherbrune,41906.59514,"156 St & Ellerslie Road, Edmonton, AB","Random Thoughts Passing Scene focuses primarily on light and movement. The linear architectural sculpture installation mirrors the forms that make up the matrix of our cityâ€™s landscape. This landscape is often experienced as part of a daily commute and although the passenger is in motion, the blurred landscape experienced by the commuter generates its own momentum and movement. During the day it is seen by its coloured aluminum forms that adhere to a palette of black, red and grey and refer both in form and colour to the architectural landscape of Edmonton. By night, the sculpture comes to life as an ever changing pattern of form and lightâ€”a system of red, green and blue environmentally friendly LEDs create a constantly shifting spectrum of colour that emits from behind each linear wall form.
Provided by: Edmonton Arts Council",Public Art,53.42507,-113.590042,Exterior,I don't know anything about it,Permanent,,,,YES,YES
38,1,,,Encompass by Allen Ball,41906.59306,"104 Youville Drive NW, Edmonton, AB","Encompass is nine large, round canvases that hang in the foyer of the Southeast Division Police Station. The imagery is derived from global culture and represents a wide range of art and craft including ceramic, glass, metal and fabric designs from international museumsâ€™ collections. For example, â€œMoroccoâ€ù is based on an arabesque design in blue and white glaze in the British Museumâ€™s study collection. The digitally manipulated designs were printed on canvas and over-painted in high quality artistâ€™s paint. The paintings are displayed on a wall in the main lobby of the police station. The circular format echoes the curved architectural design elements of the building and the shape of the earth, both symbolically and metaphorically. Painted by Edmonton artist Allen Ball, the inspiration for the artwork is â€œderived from global culture and represent a wide range of art and craft practice.â€ù He describes the Police Station as being â€œthe centre of a complex, modern, multicultural communityâ€ù and reflects this dynamic in his paintings.
Provided by: Edmonton Arts Council",Public Art,53.460084,-113.426381,Interior Not Accessible after standard business hours,I don't know anything about it,Permanent,,,,YES,YES
37,1,,,Continuum by Cezary and Danielle Gajewski,41906.59097,"111 Street and 23 Avenue NW, Edmonton, AB","Public art not only has to provide an aesthetic experience for those who pass by it, but it often has the added challenge of having to harmoniously fit into and define a space. Continuum , created by industrial design team of Cezary and Danielle Gajewski, has the enviable position of, well, its position: suspended in alcoves, surrounded on all sides by glass walls. The three forms are suspended at the entrances of the Century Park LRT station, contrasting the modernist lines of glass and aluminum with Continuumâ€™s roundness and playful evocation of nature. The artists both have a background in industrial and interior design, as evident in Continuumâ€™s structure and architectural detail. Continuum consists of three wire spheres, covered with hundreds of maple leaf forms of water-jet cut aluminum. The leaves are spaced so that light can be seen through the sphere. It is an airy bubble of near-nature, visible from most angles by the many commuters who move throughout the building. The pieces work with the transparency of the glass and apparent lightness of the spheres, which are powder-coated red, yellow, blue and green to bring a sense of seasonality and heighten our connection to natureâ€” the template of leaf itself is taken from a fallen leaf collected by the artists from a tree on the University of Alberta campus, which they scanned and traced, and then scaled up to various sizes. At night, they will be illuminated from below, to give a sense that they are floating.
Provided by: Edmonton Arts Council",Public Art,53.457689,-113.516428,Exterior,I don't know anything about it,Permanent,,,,YES,YES
36,0,,,Churchill Wire Centre - stone detailing,41848.22153,"Churchill Wire Centre, 10003 102 Ave, Edmonton","Stone detail above main entrance to Churchill Wire Centre, 102 Ave & 100 St","Mainly Historical,Public Art,Weird or Wacky,Trusted Reports",53.543183,-113.490886,Exterior,I'd like to know more,Permanent,@YuEuG,,,YES,NO
35,0,,,Living Bridge sign,41886.21806,"Living Bridge, 97 St near 105 Ave, Edmonton",Sign designating the Living Bridge over 97 St. between 103A Ave & 105 Ave,"graffiti,Public Art,Mainly Historical,Weird or Wacky,Trusted Reports",53.548111,-113.487903,Exterior,I know more and would like to talk about it,Temporary,@YuEuG,,,YES,NO
34,0,,,Harbin Gate,41906.21458,"102 Ave & 97 St, Edmonton, AB","Harbin Gate over 102 Ave at 97 St, given to Edmonton by its sister city, Harbin, China","Mainly Historical,Other,Public Art,Weird or Wacky,Trusted Reports",53.544006,-113.485779,Exterior,I'd like to know more,Permanent,@YuEuG,,,YES,NO
33,0,,,Little Italy Gate,41906.21111,"Little Italy, 95 Street & 107A Ave, Edmonton","Gate over 95 Street at entrance to Little Italy, by 107A Ave","Weird or Wacky,Other,Public Art,Mainly Historical,Trusted Reports",53.554262,-113.483805,Exterior,I'd like to know more,Permanent,@YuEuG,,,YES,NO
32,1,,,Curling Rock,41693.20208,"Agrena, 9 Agrena Road, Spruce Grove, Alberta","Curling Rock building detail at Agrena (Grant Fuhr Arena and Stu Barnes Arena), Spruce Grove, Alberta","Public Art,Mainly Historical,Weird or Wacky,Trusted Reports",53.547402,-113.898594,Exterior,I don't know anything about it,Permanent,@YuEuG,,,YES,NO
29,1,,,Rainbow Spruce Trees,41906.15972,"11555 95 ST NW, EDMONTON, AB","Colourful metal sculpture in front of EPL Sprucewood Branch Library, 11555 95 Street in Alberta Avenue (Norwood)
Provided by: Edmonton Arts Council","Public Art,Mainly Historical,Weird or Wacky,Trusted Reports",53.567109,-113.487002,Exterior,I'd like to know more,Permanent,@YuEuG,,,YES,NO
28,1,,,Fish,41905.6625,"9654, 106A Avenue NW, Edmonton, Alberta, T6G1K8, Canada",This is the home of a metal sculptor.,Weird or Wacky,53.55121,-113.488601,Exterior,I know more and would like to talk about it,Permanent,,,,YES,YES
27,1,,,Castle,41905.65069,"5518, 111A Street NW, Parkallen, Allendale, Edmonton, Alberta, T6G1K8, Canada",This is a confusing castle on a 1970s house.,"Public Art,Mainly Historical,Weird or Wacky,Trusted Reports",53.493392,-113.51927,Exterior,I know more and would like to talk about it,Permanent,,,,YES,NO
25,1,,,Clusters by Keith Walker,41904.60972,"11113 113 Street NW, Edmonton, AB","Clusters is a hanging garden of glass vines, flowers, and fruit, each component is handmade and unique. Artist Keith Walker chose to work with bright colours and exaggerated dimensions knowing that the glass sculptures would be installed near windows, high above. About 500 separate pieces of glass were created to form the eight clusters, which are suspended from the ceiling of a gathering space in the Central Lions Senior Recreation Centre. This process took nearly a year to complete with a production style akin to that of the traditional glass artisans in Italy and Poland. Historically, glass making was a highly prized skill and techniques were often kept secret with methods passed down from master to apprentice. There is an elusive quality to glass that has enchanted people for generations. The materiality of glass is extremely technical, something that Walker feels one never fully masters. This piece is a demonstration of the beauty and versatility of the medium, used in an imaginative way. Walker intends this piece to generate discussion on the art of glass making. Edmonton-based glass blower Keith Walker likens his craft to a sport requiring drills and exercises before the final execution of the piece. It requires teamwork, a gamblerâ€™s sense of risk-taking, and some improvisation as the glass evolves during its creation. Many steps are required before the project is completed, and a team of players (assistants, welders, installers) works together to coordinate such a large-scale project. In terms of the material, working with glass is a physically demanding process, yet must be handled with extreme delicacy.
Provided by: Edmonton Arts Council",Public Art,53.559252,-113.515859,Exterior,I don't know anything about it,Permanent,,,,YES,YES
24,1,,,Overflow by Brendan McGillicuddy,41904.60833,"17740 69 Avenue, Edmonton, AB","Overflow is an elaborate relief sculpture composed of layers of frosted polycarbonate, cut into hundreds of icicle-like outcroppings. The sculpture sits in front of a contrasting backdrop of galvanized steel. Inspired by natural phenomena, the piece resembles rain, a frozen waterfall and light penetrating through clouds. At night the sculpture is illuminated by LED lights to become a giant lantern that slowly and almost imperceptibly shifts in hue generating various associations. Overflow was created by Brooklyn-based artist Brendan McGillicuddy, originally from Edmonton. It was McGillicuddyâ€™s first work of public art, although he has extensive experience fabricating othersâ€™ public art works and a significant gallery practice.
Provided by: Edmonton Arts Council",Public Art,53.503398,-113.629442,Exterior,I don't know anything about it,Permanent,,,,YES,YES
